word_key,normalised_word,display_word,dialect_code,current_age_band,aoa_match_status,aoa_meaning_row_count,aoa_median_age,aoa_min_age,aoa_max_age,uk_match_status,uk_curriculum_age,age_source_status,recommended_age_number_unrounded,recommended_age_number,recommended_age_band,review_flags,recommendation_status,source_category,source_name,source_url,source_licence,source_use_note,review_status,review_notes,manual_fill_source_name,manual_fill_source_url_or_path,manual_fill_confidence,manual_fill_review_notes
mistake_en_gb,mistake,mistake,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: wrong act,,,,
money_en_gb,money,money,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: dollars and cents,,,,
moon_en_gb,moon,moon,en-GB,candidate_review,exact,4,12.5,6,18,exact,5,aoa_and_uk,8.75,9,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: the earth satellite; small body in the sky; gaze dreamily; a month,,,,
mop_en_gb,mop,mop,en-GB,candidate_review,exact,3,6,6,12.5,unmatched,,aoa_only,6,6,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: to wipe; floor-cleaning tool; bushy hair,,,,
more_en_gb,more,more,en-GB,candidate_review,exact,1,6,6,6,exact,5,aoa_and_uk,5.5,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: in a bigger amount,,,,
moth_en_gb,moth,moth,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: insect,,,,
mother_en_gb,mother,mother,en-GB,candidate_review,exact,4,8.25,6,18,exact,6,aoa_and_uk,7.12,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: to treat as a parent would; has children; head of convent; substance in vinegar,,,,
mouse_en_gb,mouse,mouse,en-GB,candidate_review,exact,2,8.25,6,10.5,unmatched,,aoa_only,8.25,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: small animal; a shy person,,,,
move_en_gb,move,move,en-GB,candidate_review,exact,7,8.5,6,16.5,exact,6,aoa_and_uk,7.25,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: to change houses; to be in motion; to change places; a turn at a game; cause to act,,,,
much_en_gb,much,much,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a lot,,,,
mud_en_gb,mud,mud,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: wet earth,,,,
music_en_gb,music,music,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: tunes and songs,,,,
musical_en_gb,musical,musical,en-GB,candidate_review,exact,2,7.25,6,8.5,exact,6,aoa_and_uk,6.62,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: full of music; a stage show with music,,,,
musician_en_gb,musician,musician,en-GB,candidate_review,exact,1,6,6,6,exact,8,aoa_and_uk,7,7,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: plays music,,,,
my_en_gb,my,my,en-GB,candidate_review,exact,1,6,6,6,exact,5,aoa_and_uk,5.5,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: is mine,,,,
